"order_id","is_returned","order_sales","order_profit","has_high_discount"
CA-2016-DB12910140-42647,0,1027.68,155.74,1
CA-2016-DB12970140-42576,0,253.76,31.02,0
CA-2016-DB12970140-42730,0,1179.83,53.28,1
CA-2016-DB13060140-42448,0,871.80,87.18,1
CA-2016-DB13060140-42528,0,714.30,207.15,0
CA-2016-DB13210140-42511,0,2.69,-2.25,1
CA-2016-DB13210140-42531,0,122.35,13.76,1
CA-2016-DB13210140-42619,0,1024.64,-70.48,1
CA-2016-DB13210140-42629,0,5.34,1.87,1
CA-2016-DB13270140-42707,0,2781.77,782.52,0
CA-2016-DB13270140-42716,0,403.92,25.25,1
CA-2016-DB13360140-42443,0,51.18,19.19,1
CA-2016-DB13360140-42487,0,434.65,62.78,0
CA-2016-DB13615140-42652,0,387.72,-67.85,1
CA-2016-DB13615140-42713,1,386.43,90.58,0
CA-2016-DB291023-42594,0,460.08,0.00,0
CA-2016-DB291023-42602,1,719.70,207.54,0
CA-2016-DC12850140-42454,0,320.13,-239.55,1
CA-2016-DC13285140-42685,0,41.86,10.47,0
CA-2016-DC285023-42647,0,104.97,38.01,0
CA-2016-DE13255140-42380,1,94.45,16.15,1
CA-2016-DF13135140-42399,0,2067.80,-397.13,1
CA-2016-DH13075140-42546,0,8.71,-19.60,1
CA-2016-DJ13420140-42463,0,1454.90,378.27,0
CA-2016-DJ13510140-42609,0,1603.14,100.20,1
CA-2016-DJ13630140-42694,0,147.91,25.78,1
CA-2016-DJ351023-42518,0,193.68,73.56,0
CA-2016-DK12835140-42455,0,59.52,17.86,0
CA-2016-DK12835140-42573,0,423.05,198.86,0
CA-2016-DK13090140-42414,0,573.74,-38.31,1
CA-2016-DK13225140-42442,0,1632.36,139.05,1
CA-2016-DK13225140-42555,0,706.86,197.92,0
CA-2016-DK13225140-42615,1,71.16,10.53,1
CA-2016-DK13225140-42701,0,313.18,-120.05,1
CA-2016-DL12865140-42427,0,170.88,49.56,0
CA-2016-DL12865140-42493,0,187.06,11.69,1
CA-2016-DL13315140-42618,0,131.10,21.16,1
CA-2016-DL13315140-42715,0,442.50,185.42,0
CA-2016-DL13330140-42672,0,12.42,5.22,0
CA-2016-DL13495140-42386,1,316.00,31.60,0
CA-2016-DL13495140-42574,0,6.30,3.02,0
CA-2016-DL13495140-42651,0,837.60,62.82,1
CA-2016-DL286523-42599,0,255.78,30.66,0
CA-2016-DL333023-42394,0,156.03,7.44,0
CA-2016-DM12955140-42451,0,100.71,-0.92,1
CA-2016-DM12955140-42643,0,10.50,1.18,1
CA-2016-DM13015140-42496,0,305.50,9.82,1
CA-2016-DM13015140-42619,1,228.58,-45.47,1
CA-2016-DM13345140-42539,0,376.87,-213.56,1
CA-2016-DM13345140-42682,0,119.98,22.50,1
CA-2016-DM13345140-42696,0,445.40,129.16,0
CA-2016-DM13525140-42619,0,52.10,18.17,1
CA-2016-DM295523-42391,1,138.57,44.34,0
CA-2016-DN13690140-42482,0,8.32,2.81,1
CA-2016-DN13690140-42548,0,22.14,6.42,0
CA-2016-DN13690140-42727,1,884.68,213.16,0
CA-2016-DN369023-42666,0,948.87,251.19,0
CA-2016-DO13435140-42507,0,17.34,8.50,0
CA-2016-DP13000140-42506,0,7.76,-5.18,1
CA-2016-DP13000140-42689,0,37.63,10.06,0
CA-2016-DP13105140-42542,0,44.04,20.00,0
CA-2016-DP13105140-42637,0,197.97,-16.32,1
CA-2016-DP13105140-42711,0,1671.07,482.66,1
CA-2016-DP13390140-42515,0,16.66,3.33,1
CA-2016-DP13390140-42665,0,4685.08,1691.31,1
CA-2016-DR12880140-42566,0,14.16,5.13,1
CA-2016-DR12940140-42704,0,242.18,-302.72,1
CA-2016-DS13180140-42457,0,92.70,35.82,0
CA-2016-DS13180140-42703,1,740.08,-108.64,1
CA-2016-DS13180140-42719,0,216.22,25.89,1
CA-2016-DV13045140-42534,0,14.62,6.87,0
CA-2016-DV13045140-42637,0,22.98,10.61,0
CA-2016-DV13465140-42624,0,276.78,89.95,1
CA-2016-DW13480140-42376,0,34.58,10.03,0
CA-2016-DW13480140-42603,0,14.78,3.99,0
CA-2016-DW13480140-42687,0,878.33,17.07,1
CA-2016-DW13540140-42427,0,16.19,-6.88,1
CA-2016-DW13540140-42462,0,88.04,22.89,0
CA-2016-DW13585140-42590,0,179.97,86.39,0
CA-2016-DW13585140-42640,0,12.96,6.22,0
CA-2016-DW348023-42496,0,49.56,15.84,0
CA-2016-DW348023-42606,1,2419.08,1185.27,0
CA-2016-Dl13600140-42468,0,658.75,146.39,0
CA-2016-Dp13240140-42384,1,311.97,117.74,0
CA-2016-EA14035140-42416,1,167.18,-224.62,1
CA-2016-EA14035140-42421,0,135.80,66.54,0
CA-2016-EA14035140-42534,0,198.84,89.87,0
CA-2016-EA14035140-42542,0,106.34,30.02,1
CA-2016-EA14035140-42554,0,569.90,14.52,1
CA-2016-EA14035140-42562,0,341.99,-319.19,1
CA-2016-EB13705140-42536,0,1293.49,80.84,1
CA-2016-EB13750140-42470,0,35.35,12.82,1
CA-2016-EB13750140-42521,0,138.53,39.62,0
CA-2016-EB13750140-42611,0,18.43,-12.29,1
CA-2016-EB13750140-42686,1,492.97,76.28,1
CA-2016-EB13840140-42709,0,212.88,0.00,0
CA-2016-EB13870140-42647,0,599.29,93.22,0
CA-2016-EB13870140-42714,0,40.68,-9.15,1
CA-2016-EB13930140-42427,0,56.82,28.41,0
CA-2016-EB13930140-42509,0,122.22,34.86,0
CA-2016-EB13975140-42407,0,623.96,39.00,1
CA-2016-EB14110140-42625,0,372.81,19.62,1
CA-2016-EB14110140-42689,0,1628.62,168.00,1
CA-2016-EB14170140-42680,0,11.84,4.44,1
CA-2016-ED13885140-42668,0,450.00,162.00,0
CA-2016-ED13885140-42727,0,66.92,23.14,1
CA-2016-ED388523-42477,0,15.48,2.61,0
CA-2016-EH13765140-42443,0,4940.87,203.85,0
CA-2016-EH13765140-42493,1,330.82,127.70,1
CA-2016-EH13765140-42519,0,54.90,15.37,0
CA-2016-EH13765140-42638,0,868.14,199.62,1
CA-2016-EH13765140-42674,1,143.70,42.25,1
CA-2016-EH13765140-42728,0,1506.02,133.47,0
CA-2016-EH13945140-42385,0,102.22,15.99,1
CA-2016-EH13990140-42461,0,328.00,54.67,0
CA-2016-EH13990140-42695,0,151.19,13.23,1
CA-2016-EH14005140-42489,0,29.47,9.95,1
CA-2016-EH14125140-42469,0,129.97,-97.70,1
CA-2016-EH14125140-42511,0,40.64,-32.51,1
CA-2016-EH14125140-42515,0,261.10,112.13,0
CA-2016-EH14185140-42465,0,588.78,184.00,1
CA-2016-EH14185140-42735,0,72.22,25.28,1
CA-2016-EJ14155140-42706,0,1517.05,335.35,1
CA-2016-EL13735140-42483,0,86.62,8.66,0
CA-2016-EM13810140-42434,0,159.98,57.59,0
CA-2016-EM13825140-42610,0,9.22,3.34,1
CA-2016-EM13825140-42619,0,21.20,-11.66,1
CA-2016-EM14065140-42596,0,21.50,-5.03,1
CA-2016-EM14095140-42682,0,90.40,30.63,1
CA-2016-EM14140140-42521,0,1282.61,509.12,0
CA-2016-EM14140140-42553,0,1499.95,449.99,0
CA-2016-EN13780140-42526,0,1562.69,397.39,1
CA-2016-EN13780140-42634,0,83.70,41.01,0
CA-2016-EP13915140-42655,0,33.06,4.14,1
CA-2016-EP13915140-42672,0,38.19,-26.73,1
CA-2016-ER13855140-42620,0,77.88,22.59,0
CA-2016-ER13855140-42679,1,1106.93,-322.90,1
CA-2016-ES14020140-42533,1,239.97,71.99,0
CA-2016-ES14080140-42468,0,37.94,18.21,0
CA-2016-ES14080140-42566,0,380.86,38.09,1
CA-2016-ES14080140-42643,0,859.20,75.18,1
CA-2016-ES14080140-42724,0,471.62,-230.70,1
CA-2016-ES402023-42675,0,735.48,271.98,0
CA-2016-FA14230140-42695,0,574.06,39.81,1
CA-2016-FC14245140-42661,0,2377.56,972.25,0
CA-2016-FC14335140-42445,0,1356.57,86.15,1
CA-2016-FH14275140-42633,0,8.93,3.12,1
CA-2016-FH14275140-42687,0,383.14,163.17,0
CA-2016-FH14365140-42706,0,23.04,6.91,0
CA-2016-FM14215140-42471,0,36.16,14.34,1
CA-2016-FM14215140-42555,0,123.92,38.73,1
CA-2016-FM14215140-42617,0,48.16,22.15,0
CA-2016-FM14215140-42634,0,115.48,-10.00,1
CA-2016-FM14290140-42529,0,9.51,3.87,1
CA-2016-FM14290140-42688,0,44.02,11.45,0
CA-2016-FM14290140-42728,0,1507.94,-372.30,1
CA-2016-FM14380140-42414,0,264.18,68.69,0
CA-2016-FM14380140-42539,0,40.74,0.41,0
CA-2016-FM14380140-42714,0,125.81,57.91,0
CA-2016-FO14305140-42734,0,41.99,11.34,0
CA-2016-FP14320140-42391,0,65.05,31.70,0
CA-2016-FP14320140-42462,0,1384.92,312.41,1
CA-2016-FW14395140-42619,0,43.60,12.21,0
CA-2016-GA14515140-42699,0,657.55,49.32,1
CA-2016-GA14515140-42701,0,17.86,4.24,1
CA-2016-GB14530140-42499,0,211.96,42.39,0
CA-2016-GB14530140-42554,0,195.18,19.52,1
CA-2016-GB14530140-42612,0,419.87,-143.56,1
CA-2016-GB14530140-42714,0,18.72,4.11,1
CA-2016-GB14575140-42438,0,196.02,73.22,1
CA-2016-GD14590140-42625,1,737.40,-155.30,1
CA-2016-GG14650140-42601,0,39.99,11.60,0
CA-2016-GG14650140-42702,0,160.38,-5.00,1
CA-2016-GH14410140-42592,0,16.22,-10.96,1
CA-2016-GH14410140-42619,0,91.23,-162.12,1
CA-2016-GH14485140-42713,0,1288.46,-24.49,1
CA-2016-GH448523-42722,0,448.68,67.38,0
CA-2016-GK14620140-42484,0,351.51,116.74,1
CA-2016-GK14620140-42723,0,1793.98,843.17,0
CA-2016-GM14440140-42708,0,772.68,108.18,0
CA-2016-GM14455140-42466,0,158.37,13.86,1
CA-2016-GM14500140-42497,0,41.60,14.14,0
CA-2016-GM14500140-42501,0,7.07,2.39,1
CA-2016-GM14500140-42548,0,14.90,1.04,0
CA-2016-GM14680140-42644,0,523.92,-26.20,1
CA-2016-GM14680140-42645,0,330.59,-115.71,1
CA-2016-GM14695140-42634,1,475.69,175.62,1
CA-2016-GT14710140-42419,0,358.28,57.70,0
CA-2016-GT14710140-42535,0,33.57,11.75,1
CA-2016-GT14755140-42555,0,16.92,6.30,0
CA-2016-GT475523-42379,0,248.82,89.55,0
CA-2016-GW14605140-42416,0,323.88,37.60,0
CA-2016-GW14605140-42665,0,111.67,6.98,1
CA-2016-GZ14470140-42447,0,2073.35,640.19,0
CA-2016-GZ14470140-42706,0,23.92,11.72,0
CA-2016-HA14905140-42634,0,393.25,129.77,0
CA-2016-HA14920140-42657,1,362.35,-133.22,1
CA-2016-HA492023-42604,0,59.40,24.90,0
CA-2016-HE14800140-42399,0,156.51,52.82,1
CA-2016-HE14800140-42710,0,128.07,60.32,0
CA-2016-HF14995140-42470,0,556.67,6.55,0
CA-2016-HF14995140-42492,1,377.34,-142.79,1
CA-2016-HF14995140-42702,0,447.78,-99.75,1
CA-2016-HG14965140-42393,0,31.36,15.68,0
CA-2016-HG14965140-42397,0,39.68,10.32,0
CA-2016-HG14965140-42723,0,802.02,110.14,0
CA-2016-HG15025140-42645,0,107.86,30.44,1
CA-2016-HJ14875140-42634,0,163.88,40.97,0
CA-2016-HJ14875140-42692,0,49.50,13.37,0
CA-2016-HJ14875140-42700,0,5.08,1.65,1
CA-2016-HK14890140-42484,0,36.24,11.33,1
CA-2016-HK14890140-42667,0,70.98,5.70,1
CA-2016-HK489023-42492,0,336.36,30.24,0
CA-2016-HL15040140-42546,0,440.91,123.45,0
CA-2016-HL15040140-42647,0,15.65,5.09,1
CA-2016-HM14860140-42503,0,641.98,307.75,0
CA-2016-HM14980140-42632,0,4.62,1.73,1
CA-2016-HW14935140-42601,0,355.32,99.49,0
CA-2016-HW14935140-42675,0,736.26,100.78,0
CA-2016-IG15085140-42539,0,111.96,54.86,0
CA-2016-IL15100140-42575,0,115.14,11.51,1
CA-2016-IL15100140-42618,1,66.29,8.05,1
CA-2016-IM15055140-42618,0,2824.23,953.73,1
CA-2016-IM15055140-42691,0,8.32,2.81,1
CA-2016-IM15070140-42545,1,616.16,174.27,0
CA-2016-IM15070140-42681,0,84.84,22.91,0
CA-2016-IM15070140-42710,0,407.98,132.59,1
CA-2016-JA15970140-42615,1,477.50,114.65,0
CA-2016-JB15400140-42404,0,93.02,3.72,0
CA-2016-JB15400140-42575,0,324.40,-102.34,1
CA-2016-JB16000140-42379,0,24.85,7.70,0
CA-2016-JB16000140-42532,0,23.62,7.97,1
CA-2016-JB16045140-42516,0,1311.97,167.65,0
CA-2016-JB16045140-42713,0,10.58,3.44,1
CA-2016-JC15340140-42619,0,9.56,-7.33,1
CA-2016-JC15340140-42718,0,9.84,3.25,0
CA-2016-JC15775140-42598,0,705.54,70.55,1
CA-2016-JD15790140-42416,0,227.96,36.47,0
CA-2016-JD15895140-42394,0,831.50,-76.44,1
CA-2016-JD15895140-42561,0,573.29,87.41,0
CA-2016-JD15895140-42568,0,199.18,71.73,0
CA-2016-JD15895140-42619,0,82.80,10.35,1
CA-2016-JD15895140-42672,0,1263.67,98.28,0
CA-2016-JD15895140-42675,0,1085.42,282.21,0
CA-2016-JD15895140-42706,0,2145.25,706.30,0
CA-2016-JD16150140-42629,0,1148.81,266.17,1
CA-2016-JD16150140-42723,0,18.84,6.03,0
CA-2016-JE15475140-42671,0,40.20,19.30,0
CA-2016-JE15475140-42723,0,885.03,179.74,0
CA-2016-JE15610140-42513,1,222.38,22.24,1
CA-2016-JE15715140-42560,1,725.08,53.88,1
CA-2016-JE15715140-42616,0,1854.25,162.18,1
CA-2016-JE15715140-42730,0,5008.66,994.65,1
CA-2016-JE15745140-42665,0,154.44,1.54,0
CA-2016-JE15745140-42706,0,352.47,96.74,0
CA-2016-JE16165140-42710,1,2657.81,775.98,0
CA-2016-JF15295140-42473,0,250.41,-13.38,1
CA-2016-JF15295140-42674,0,11.68,3.50,0
CA-2016-JF15355140-42553,0,85.50,40.75,0
CA-2016-JF15490140-42399,0,17.46,5.89,1
CA-2016-JF15490140-42513,0,14.73,7.22,0
CA-2016-JF15565140-42416,0,416.62,79.51,0
CA-2016-JF15565140-42591,0,65.12,21.16,1
CA-2016-JF15565140-42625,0,1611.01,757.39,0
CA-2016-JF15565140-42665,0,106.08,-9.28,1
CA-2016-JF529523-42588,1,90.24,15.33,0
CA-2016-JG15160140-42576,0,73.20,21.23,0
CA-2016-JG15160140-42641,0,31.83,13.37,0
CA-2016-JG15160140-42710,0,657.00,195.76,0
CA-2016-JG15310140-42433,0,606.21,-40.83,1
CA-2016-JG15310140-42521,0,167.84,11.75,0
CA-2016-JG15310140-42573,0,195.93,6.15,1
CA-2016-JG15805140-42548,0,718.95,91.13,0
CA-2016-JH15910140-42672,0,395.44,48.74,1
CA-2016-JH15985140-42619,0,112.12,51.85,1
CA-2016-JH15985140-42680,0,53.25,19.97,1
CA-2016-JH16180140-42466,0,887.96,-191.17,1
CA-2016-JJ15445140-42538,0,9.45,4.54,0
CA-2016-JJ15445140-42617,0,54.50,14.17,0
CA-2016-JK15205140-42645,1,36.37,0.54,1
CA-2016-JK15325140-42400,0,23.36,11.68,0
CA-2016-JK15370140-42604,0,573.17,63.69,0
CA-2016-JK15370140-42700,0,73.36,19.81,0
CA-2016-JK15730140-42511,0,1363.96,85.25,1
CA-2016-JK15730140-42643,0,298.83,109.38,0
CA-2016-JK16120140-42476,0,143.70,68.98,0
CA-2016-JK16120140-42696,0,113.57,12.78,1
CA-2016-JK16120140-42723,0,900.08,117.01,0
CA-2016-JL15130140-42485,0,3.98,1.39,1
CA-2016-JL15175140-42538,0,91.48,-1.83,1
CA-2016-JL15235140-42527,0,386.48,103.36,0
CA-2016-JL15505140-42469,0,448.40,21.75,1
CA-2016-JL15835140-42491,0,7.71,2.80,1
CA-2016-JM15250140-42459,0,498.61,155.23,1
CA-2016-JM15265140-42694,0,31.96,1.60,0
CA-2016-JM15265140-42716,0,1045.21,304.95,0
CA-2016-JM15535140-42478,0,257.50,24.24,0
CA-2016-JM15535140-42729,0,799.56,207.89,0
CA-2016-JM15580140-42475,0,25.06,11.78,0
CA-2016-JM15580140-42503,0,54.90,26.90,0
CA-2016-JM15580140-42597,0,121.09,43.23,1
CA-2016-JM15580140-42622,0,99.87,31.81,1
CA-2016-JM15655140-42673,0,52.41,3.44,0
CA-2016-JM15865140-42706,0,345.33,-49.84,1
CA-2016-JM16195140-42521,0,123.92,9.29,1
CA-2016-JM565523-42588,0,1163.76,249.54,0
CA-2016-JO15145140-42581,0,84.78,-16.96,1
CA-2016-JP15460140-42570,0,33.80,4.23,1
CA-2016-JP15460140-42606,0,1091.44,297.67,0
CA-2016-JP15460140-42668,0,15.55,5.44,1
CA-2016-JP15520140-42599,0,32.40,15.55,0
CA-2016-JP15520140-42618,0,239.50,114.96,0
CA-2016-JP16135140-42441,0,558.24,156.68,0
CA-2016-JP16135140-42678,0,542.16,0.97,1
CA-2016-JP16135140-42713,0,12.96,-9.50,1
CA-2016-JP552023-42457,0,133.38,61.20,0
CA-2016-JR15670140-42507,0,552.56,0.00,0
CA-2016-JR621023-42602,0,168.96,8.40,0
CA-2016-JS15595140-42669,0,783.96,78.40,1
CA-2016-JS15685140-42536,0,337.18,-118.01,1
CA-2016-JS15685140-42631,0,100.16,18.02,1
CA-2016-JS15880140-42412,0,1366.04,183.00,0
CA-2016-JS15880140-42444,0,392.05,4.05,1
CA-2016-JS15880140-42566,0,219.84,79.69,1
CA-2016-JS15940140-42637,0,52.15,1.97,1
CA-2016-JS16030140-42571,0,1110.50,363.43,0
CA-2016-JS16030140-42664,0,338.54,88.49,0
CA-2016-JS603023-42397,0,431.46,106.20,0
CA-2016-JW15220140-42632,0,2056.01,131.25,1
CA-2016-JW15955140-42732,0,2.61,1.20,0
CA-2016-JW16075140-42500,0,88.70,13.42,1
CA-2016-JW16075140-42639,0,16.56,6.96,0
CA-2016-KA16525140-42734,0,186.05,67.44,1
CA-2016-KB16240140-42406,0,132.22,-18.18,1
CA-2016-KB16315140-42620,0,99.15,27.53,1
CA-2016-KB16585140-42379,0,149.90,47.67,0
CA-2016-KB16585140-42622,0,130.33,27.90,1
CA-2016-KB16585140-42714,0,79.80,20.75,0
CA-2016-KB16600140-42527,0,61.38,15.96,0
CA-2016-KB16600140-42543,0,0.84,-1.34,1
CA-2016-KC16255140-42541,0,17.12,8.05,0
CA-2016-KC16540140-42625,0,3354.98,639.58,0
CA-2016-KC16540140-42689,0,2.30,-3.90,1
CA-2016-KC16675140-42519,1,452.46,-4.95,1
CA-2016-KD16270140-42526,0,75.88,35.66,0
CA-2016-KD16270140-42616,0,115.46,29.62,0
CA-2016-KD16495140-42630,1,291.15,-8.34,0
CA-2016-KD16495140-42735,0,6.92,-10.39,1
CA-2016-KD16615140-42491,0,111.89,22.38,1
CA-2016-KE16420140-42639,0,65.07,19.00,1
CA-2016-KF16285140-42440,1,4173.81,371.05,1
CA-2016-KH16330140-42549,0,577.12,4.47,1
CA-2016-KH16330140-42570,0,140.81,39.43,0
CA-2016-KH16360140-42554,0,7.70,3.16,0
CA-2016-KH16360140-42582,0,1045.87,54.95,1
CA-2016-KH16630140-42577,0,15.71,5.70,1
CA-2016-KH16630140-42718,0,63.88,24.91,0
CA-2016-KH16690140-42564,0,95.76,7.18,1
CA-2016-KL16645140-42514,0,1979.93,148.49,1
CA-2016-KL16645140-42526,1,677.95,-462.96,1
CA-2016-KL16645140-42583,0,1311.03,301.05,0
CA-2016-KL16645140-42734,0,27.79,10.42,1
CA-2016-KM16225140-42685,0,119.26,56.50,0
CA-2016-KM16375140-42577,0,10.44,4.80,0
CA-2016-KM16375140-42676,0,273.59,124.44,0
CA-2016-KM16660140-42580,0,18.90,8.69,0
CA-2016-KM16660140-42584,0,19.31,3.14,1
CA-2016-KM16720140-42480,1,633.04,54.92,1
CA-2016-KM637523-42535,0,196.80,84.60,0
CA-2016-KN16705140-42574,0,86.20,25.00,0
CA-2016-KT16465140-42475,0,976.52,109.32,1
CA-2016-KT16465140-42709,0,104.85,50.33,0
CA-2016-KT16480140-42624,0,1020.89,19.61,1
CA-2016-KW16435140-42673,0,67.00,32.16,0
CA-2016-LA16780140-42378,0,727.88,260.70,1
CA-2016-LA16780140-42518,0,3963.57,921.14,0
CA-2016-LA16780140-42631,0,547.33,165.30,0
CA-2016-LA16780140-42638,0,83.66,23.79,0
CA-2016-LA16780140-42699,0,207.76,85.18,0
CA-2016-LA16780140-42728,0,921.03,104.50,1
CA-2016-LB16735140-42577,0,21.48,10.74,0
CA-2016-LB16795140-42615,0,12.78,5.75,0
CA-2016-LB16795140-42686,0,681.43,43.45,1
CA-2016-LC16870140-42430,0,111.10,8.33,1
CA-2016-LC16870140-42436,1,309.08,-303.15,1
CA-2016-LC16870140-42595,0,6.48,3.11,0
CA-2016-LC16885140-42539,1,749.49,41.03,1
CA-2016-LC16885140-42657,1,256.20,97.52,1
CA-2016-LC16885140-42727,0,25.58,8.95,1
CA-2016-LC16930140-42512,0,2396.40,179.73,1
CA-2016-LC16930140-42587,0,335.11,41.29,1
CA-2016-LC16930140-42609,0,1184.70,14.72,1
CA-2016-LC16930140-42625,0,33.22,11.16,1
CA-2016-LC16960140-42664,0,61.10,18.33,0
CA-2016-LC17050140-42403,0,866.40,225.26,0
CA-2016-LC17140140-42469,0,97.96,18.44,0
CA-2016-LC17140140-42547,0,117.96,-32.26,1
CA-2016-LC17140140-42728,0,859.14,249.15,0
CA-2016-LD16855140-42548,0,5.30,0.46,1
CA-2016-LD17005140-42514,0,37.05,16.30,0
CA-2016-LD17005140-42682,0,57.58,20.15,1
CA-2016-LD17005140-42686,0,257.98,74.81,0
CA-2016-LE16810140-42510,0,641.96,179.75,0
CA-2016-LF17185140-42664,0,7.15,0.72,1
CA-2016-LH16900140-42542,0,66.80,11.05,0
CA-2016-LH16900140-42713,0,334.25,46.60,1
CA-2016-LH17020140-42679,0,38.29,16.46,0
CA-2016-LH17155140-42505,0,79.38,29.77,1
CA-2016-LH17155140-42680,0,344.02,100.41,1
CA-2016-LH17155140-42714,0,132.81,51.64,0
CA-2016-LH17155140-42715,0,321.57,28.14,1
CA-2016-LM17065140-42589,0,38.34,15.72,0
CA-2016-LM17065140-42709,0,15.53,5.82,1
CA-2016-LP17080140-42686,0,524.61,21.94,1
CA-2016-LP17095140-42528,0,548.96,34.97,1
CA-2016-LP17095140-42622,0,310.86,84.57,0
CA-2016-LP17095140-42646,0,54.79,-40.18,1
CA-2016-LP709523-42524,0,238.02,61.32,0
CA-2016-LR16915140-42372,0,114.46,28.62,0
CA-2016-LR16915140-42616,0,1804.25,136.62,1
CA-2016-LR17035140-42640,0,548.00,-387.68,1
CA-2016-LS16945140-42570,1,2331.84,16.24,1
CA-2016-LS16945140-42643,0,15.94,5.18,1
CA-2016-LS16975140-42582,0,9.26,-13.90,1
CA-2016-LS17200140-42698,0,100.62,18.65,1
CA-2016-LS17245140-42518,0,13.38,6.15,0
CA-2016-LS17245140-42537,0,173.49,54.22,1
CA-2016-LS694523-42491,0,193.53,9.33,0
CA-2016-LT17110140-42443,0,628.94,22.37,1
CA-2016-LT17110140-42694,0,18.48,6.01,1
CA-2016-LW16825140-42730,0,499.31,-393.34,1
CA-2016-LW17125140-42680,0,1120.73,165.80,0
CA-2016-LW17215140-42631,0,232.40,78.44,1
CA-2016-LW17215140-42682,0,1030.49,274.07,1
CA-2016-MA17560140-42601,0,14.89,-5.96,1
CA-2016-MA17995140-42682,0,1603.14,100.20,1
CA-2016-MB17305140-42689,0,448.45,83.04,0
CA-2016-MB18085140-42500,0,19.14,1.91,1
CA-2016-MB18085140-42618,0,296.51,74.97,0
CA-2016-MC17275140-42391,0,12.96,6.22,0
CA-2016-MC17275140-42452,0,167.89,14.69,1
CA-2016-MC17425140-42568,0,9.55,-3.82,1
CA-2016-MC17425140-42701,1,3236.41,1556.70,0
CA-2016-MC17590140-42569,0,815.12,352.76,0
CA-2016-MC17590140-42626,0,40.48,14.57,0
CA-2016-MC17590140-42728,0,24.85,11.68,0
CA-2016-MC17605140-42695,0,39.00,11.31,0
CA-2016-MC17635140-42421,0,511.95,27.20,1
CA-2016-MC17845140-42682,1,358.55,1.85,1
CA-2016-MC17845140-42719,0,133.38,58.69,0
CA-2016-MC18100140-42651,0,93.36,0.93,0
CA-2016-MC18130140-42442,0,12.96,6.22,0
CA-2016-MC18130140-42731,1,1431.07,80.73,1
CA-2016-MD17350140-42619,0,103.06,-15.17,1
CA-2016-MD735023-42633,0,26.40,13.20,0
CA-2016-ME17320140-42459,0,1702.39,40.71,1
CA-2016-ME17320140-42465,0,177.78,19.07,0
CA-2016-ME17320140-42528,0,3528.49,391.75,1
CA-2016-MF17665140-42378,0,15.17,3.79,1
CA-2016-MF17665140-42574,0,122.34,47.34,0
CA-2016-MF17665140-42679,0,50.50,8.21,1
CA-2016-MG17650140-42699,0,4.42,1.60,1
CA-2016-MG17650140-42717,0,732.17,203.25,0
CA-2016-MG17875140-42622,0,207.48,62.24,0
CA-2016-MG17890140-42434,0,16.99,4.93,0
CA-2016-MG17890140-42661,0,120.67,21.29,0
CA-2016-MG820523-42491,0,15.12,5.43,0
CA-2016-MH17440140-42408,0,241.50,0.00,1
CA-2016-MH17440140-42724,0,37.77,12.58,1
CA-2016-MH17455140-42700,1,194.35,19.44,1
CA-2016-MH17620140-42617,0,30.96,11.22,1
CA-2016-MH17620140-42640,0,6.82,-11.59,1
CA-2016-MH17785140-42440,0,104.70,6.54,1
CA-2016-MJ17740140-42484,0,242.56,73.57,1
CA-2016-MJ17740140-42546,0,4823.09,626.40,1
CA-2016-MJ17740140-42559,0,58.94,19.09,0
CA-2016-MJ17740140-42682,0,27.68,9.69,1
CA-2016-MK17905140-42638,0,442.37,-729.91,1
CA-2016-MK17905140-42665,0,1179.27,311.35,0
CA-2016-MK790523-42720,0,170.73,15.36,0
CA-2016-ML17395140-42619,0,116.00,29.00,0
CA-2016-ML17395140-42682,0,479.97,163.19,0
CA-2016-ML17410140-42643,0,36.24,15.22,0
CA-2016-ML17755140-42587,1,158.81,63.35,0
CA-2016-MM17260140-42632,0,692.50,166.51,0
CA-2016-MM17920140-42483,0,35.01,9.16,0
CA-2016-MM17920140-42708,0,611.94,112.84,0
CA-2016-MM18280140-42444,0,196.78,-22.14,1
CA-2016-MN17935140-42506,0,15.23,5.52,1
CA-2016-MO17500140-42620,0,754.21,101.44,1
CA-2016-MO17500140-42648,0,59.75,19.42,1
CA-2016-MO17800140-42612,0,22.00,5.50,0
CA-2016-MP17470140-42380,0,54.99,8.94,1
CA-2016-MP17965140-42653,0,23.98,-15.58,1
CA-2016-MP17965140-42720,0,1949.31,311.43,0
CA-2016-MP17965140-42734,0,40.90,-29.90,1
CA-2016-MP18175140-42710,0,3.54,0.31,1
CA-2016-MS17365140-42404,0,90.48,23.52,0
CA-2016-MS17365140-42692,0,10.78,3.37,1
CA-2016-MS17365140-42701,0,4104.17,487.90,0
CA-2016-MS17530140-42666,0,116.96,36.04,0
CA-2016-MS17710140-42517,0,477.14,-87.15,1
CA-2016-MS17710140-42687,0,42.62,-5.95,1
CA-2016-MS17770140-42606,1,1599.86,115.10,1
CA-2016-MS17830140-42648,0,239.37,-23.94,1
CA-2016-MT17815140-42577,0,2503.47,421.23,0
CA-2016-MT17815140-42732,0,34.05,11.03,1
CA-2016-MT18070140-42594,0,151.82,70.49,0
CA-2016-MV17485140-42456,0,34.68,14.18,1
CA-2016-MV17485140-42619,0,192.16,92.24,0
CA-2016-MV18190140-42539,0,482.01,132.62,0
CA-2016-MV18190140-42696,0,12.96,6.35,0
